timestamp_ms,ax,ay,az,gx,gy,gz,label
559375,0.1084,0.9784,0.0444,0.0000,-0.3662,-0.9155,idle_standing
559385,0.1079,0.9784,0.0444,0.0610,-0.3662,-0.9155,idle_standing
559395,0.1072,0.9792,0.0446,0.1831,-0.6714,-0.9155,idle_standing
559405,0.1071,0.9773,0.0455,0.1221,-0.7324,-0.8545,idle_standing
559415,0.1061,0.9764,0.0455,0.3662,-0.7935,-0.8545,idle_standing
559425,0.1028,0.9792,0.0464,0.4883,-1.0986,-0.7324,idle_standing
559435,0.1025,0.9795,0.0460,0.5493,-1.0376,-0.6714,idle_standing
559445,0.1014,0.9781,0.0469,0.6104,-1.1597,-0.7935,idle_standing
559455,0.1005,0.9790,0.0479,0.7324,-1.5259,-0.7935,idle_standing
559465,0.1005,0.9771,0.0481,0.6714,-1.4648,-0.7324,idle_standing
559475,0.0994,0.9779,0.0481,0.4272,-1.4038,-0.9766,idle_standing
559495,0.0992,0.9789,0.0470,0.2441,-1.0376,-0.9766,idle_standing
559505,0.1007,0.9790,0.0458,0.2441,-0.7324,-1.0376,idle_standing
559515,0.1005,0.9769,0.0461,0.1831,-0.4272,-1.0376,idle_standing
559525,0.1027,0.9783,0.0465,0.1831,-0.3662,-1.0986,idle_standing
559535,0.1034,0.9784,0.0458,0.3662,-0.3052,-0.9766,idle_standing
559545,0.1044,0.9786,0.0453,0.5493,-0.2441,-0.9155,idle_standing
559555,0.1055,0.9786,0.0446,0.5493,-0.1221,-0.8545,idle_standing
559565,0.1060,0.9771,0.0455,0.4883,-0.4272,-0.9155,idle_standing
559575,0.1047,0.9775,0.0458,0.4272,-0.4272,-0.8545,idle_standing
559585,0.1046,0.9777,0.0450,0.4272,-0.4272,-0.7935,idle_standing
559595,0.1052,0.9791,0.0469,0.2441,-0.3052,-0.7324,idle_standing
559605,0.1049,0.9789,0.0469,0.3052,-0.4272,-0.8545,idle_standing
559615,0.1045,0.9788,0.0464,-0.0610,-0.7324,-0.8545,idle_standing
559625,0.1072,0.9781,0.0468,-0.2441,-0.6714,-0.6714,idle_standing
559635,0.1090,0.9777,0.0453,-0.6714,-0.6714,-0.6104,idle_standing
559645,0.1102,0.9788,0.0447,-1.2817,-0.6714,-0.0610,idle_standing
559665,0.1064,0.9854,0.0391,-2.8076,-1.0376,0.6104,idle_standing
559675,0.1038,0.9857,0.0394,-2.8076,-0.8545,1.0376,idle_standing
559685,0.1030,0.9852,0.0383,-2.6245,-0.6714,1.2817,idle_standing
559695,0.1025,0.9818,0.0370,-2.1362,-0.4883,1.2817,idle_standing
559705,0.1016,0.9791,0.0386,-1.4038,-0.2441,1.1597,idle_standing
559715,0.1008,0.9730,0.0408,-1.0986,-0.2441,0.6714,idle_standing
559725,0.1016,0.9730,0.0419,-0.4272,-0.1221,0.3052,idle_standing
559735,0.1021,0.9724,0.0419,-0.1831,-0.0610,0.0610,idle_standing
559745,0.1012,0.9729,0.0424,-0.3052,-0.2441,-0.1221,idle_standing
559755,0.1008,0.9746,0.0428,0.0000,-0.1831,-0.2441,idle_standing
559765,0.0990,0.9768,0.0406,0.0000,-0.6714,-0.1831,idle_standing
559775,0.0968,0.9790,0.0394,0.0000,-0.4883,-0.1831,idle_standing
559785,0.0979,0.9794,0.0392,0.1221,-0.4272,-0.3662,idle_standing
559795,0.0992,0.9807,0.0381,0.0610,-0.4272,-0.1831,idle_standing
559805,0.0999,0.9805,0.0371,0.1221,-0.3052,-0.3662,idle_standing
559815,0.1008,0.9819,0.0374,0.1831,-0.4883,-0.4883,idle_standing
559835,0.1024,0.9830,0.0356,-0.1831,-0.5493,-0.6714,idle_standing
559845,0.1019,0.9829,0.0359,-0.3052,-0.3662,-0.4883,idle_standing
559855,0.1036,0.9822,0.0365,-0.3052,-0.3662,-0.6104,idle_standing
559865,0.1028,0.9805,0.0356,-0.3662,-0.4883,-0.4883,idle_standing
559875,0.1023,0.9807,0.0360,-0.1831,-0.2441,-0.3052,idle_standing
559885,0.0997,0.9784,0.0381,-0.1221,-0.1221,-0.4883,idle_standing
559895,0.0996,0.9772,0.0378,0.0000,-0.0610,-0.5493,idle_standing
559905,0.0991,0.9753,0.0378,0.2441,0.0610,-0.5493,idle_standing
559915,0.0997,0.9762,0.0398,0.3052,-0.2441,-0.6104,idle_standing
559925,0.1000,0.9766,0.0409,0.3662,-0.1221,-0.5493,idle_standing
559935,0.0994,0.9783,0.0411,0.3662,-0.3052,-0.7324,idle_standing
559945,0.0984,0.9777,0.0408,0.3052,-0.4883,-0.7324,idle_standing
559955,0.0979,0.9774,0.0424,0.1221,-0.6104,-0.7935,idle_standing
559965,0.0966,0.9766,0.0416,0.0610,-0.6714,-0.7324,idle_standing
559975,0.0956,0.9788,0.0397,-0.0610,-0.7324,-0.7324,idle_standing
559985,0.0966,0.9785,0.0402,-0.0610,-0.5493,-0.8545,idle_standing
559995,0.0988,0.9791,0.0394,0.0610,-0.3052,-1.0376,idle_standing
560005,0.0997,0.9788,0.0393,0.0000,-0.3052,-1.0986,idle_standing
560015,0.1008,0.9802,0.0400,-0.2441,-0.3662,-1.0376,idle_standing
560025,0.1011,0.9814,0.0391,-0.6714,-0.1831,-0.8545,idle_standing
560035,0.1002,0.9823,0.0376,-0.5493,-0.3052,-0.7324,idle_standing
560045,0.1003,0.9834,0.0358,-0.6714,-0.4272,-0.4272,idle_standing
560065,0.0983,0.9802,0.0358,-0.1831,-0.1221,-0.6104,idle_standing
560075,0.0978,0.9800,0.0369,0.0610,0.3052,-0.7935,idle_standing
560085,0.0989,0.9786,0.0378,0.1831,0.5493,-0.7935,idle_standing
560095,0.1001,0.9786,0.0380,0.0610,0.6104,-0.9155,idle_standing
560105,0.1019,0.9791,0.0374,0.2441,0.6104,-0.9766,idle_standing
560115,0.1035,0.9768,0.0369,0.1831,0.6714,-0.9766,idle_standing
560125,0.1023,0.9766,0.0386,0.1221,0.4272,-0.9766,idle_standing
560135,0.1013,0.9763,0.0381,0.1831,0.3662,-0.9766,idle_standing
560145,0.1001,0.9769,0.0392,0.0610,0.3662,-0.9766,idle_standing
560155,0.0995,0.9784,0.0406,0.1221,0.0000,-0.9766,idle_standing
560165,0.0995,0.9780,0.0406,-0.1831,-0.4883,-0.9155,idle_standing
560175,0.1003,0.9800,0.0386,-0.3662,-0.3662,-0.7935,idle_standing
560185,0.1006,0.9819,0.0358,-0.6714,-0.4272,-0.8545,idle_standing
560195,0.1003,0.9816,0.0366,-0.7324,-0.4883,-0.7935,idle_standing
560205,0.0999,0.9808,0.0352,-0.5493,-0.4883,-0.7324,idle_standing
560215,0.1011,0.9813,0.0347,-0.3662,-0.1221,-0.8545,idle_standing
560235,0.1017,0.9781,0.0358,0.3052,0.3052,-0.9155,idle_standing
560245,0.1024,0.9790,0.0366,0.2441,0.2441,-0.8545,idle_standing
560255,0.1029,0.9779,0.0359,0.1831,0.1221,-0.9155,idle_standing
560265,0.1034,0.9792,0.0359,0.2441,0.0610,-0.9155,idle_standing
560275,0.1023,0.9792,0.0354,0.3052,0.1831,-0.8545,idle_standing
560285,0.0997,0.9780,0.0365,0.3662,0.1221,-0.9155,idle_standing
560295,0.0991,0.9795,0.0383,0.4883,0.0610,-0.9155,idle_standing
560305,0.0972,0.9786,0.0378,0.4883,0.0610,-0.8545,idle_standing
560315,0.0994,0.9768,0.0382,0.4883,-0.0610,-0.9766,idle_standing
560325,0.0984,0.9777,0.0361,0.3662,0.0000,-1.0986,idle_standing
560335,0.1005,0.9796,0.0353,0.0000,0.4272,-1.1597,idle_standing
560345,0.1041,0.9810,0.0352,-0.0610,0.4272,-1.0986,idle_standing
560355,0.1071,0.9802,0.0349,0.0000,0.5493,-0.9766,idle_standing
560365,0.1068,0.9769,0.0344,0.0000,0.3052,-0.9766,idle_standing
560375,0.1067,0.9773,0.0338,0.0610,0.1831,-0.9766,idle_standing
560385,0.1064,0.9780,0.0334,0.3662,0.1831,-0.9155,idle_standing
560405,0.1060,0.9784,0.0343,0.4883,0.0610,-0.6104,idle_standing
560415,0.1052,0.9772,0.0349,0.3662,-0.1831,-0.6104,idle_standing
560425,0.1039,0.9771,0.0355,0.3662,-0.3052,-0.6104,idle_standing
560435,0.1016,0.9775,0.0348,0.6104,-0.2441,-0.5493,idle_standing
560445,0.1008,0.9781,0.0347,0.6714,-0.2441,-0.5493,idle_standing
560455,0.0999,0.9775,0.0367,0.7324,-0.2441,-0.6104,idle_standing
560465,0.1002,0.9780,0.0371,0.6104,-0.3052,-0.8545,idle_standing
560475,0.1010,0.9797,0.0366,0.4883,-0.2441,-0.7935,idle_standing
560485,0.1013,0.9797,0.0366,0.3662,-0.0610,-0.9155,idle_standing
